category_code,category_label,parent_code,text
1G9,Airport Operations,1G0,"Airport Operations - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains concerned with airports operators, their flight operations and their interactions with ATM, their processes to handle the traffic, passengers and baggage._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 709)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Airport Operations: Airport Operations Studies: studies of aspects of airport operations relevant to ATM,_x000D_
_x000D_
and improvements to Airport-ATM interworking, including interworking among, En-route/TMA ATC, Tower_x000D_
_x000D_
ATC, Ground Movement Control, Apron Management, Terminal Operations, hub operations, hub feeding._x000D_
_x000D_
Comments: Airport Operations, Terminal Operations, ATC-Airport planning & co-ordination, Handling Agents,_x000D_
_x000D_
Apron Management, Stand Management, Terminal Operations._x000D_
_x000D_
2. Vertical Take-off and landing traffic handling._x000D_
_x000D_
3. Airport Architecture, design and new concepts: Airport organisation and design, Cluster of airports, holistic_x000D_
_x000D_
design, terminal organisation_x000D_
_x000D_
4. Airport Passenger and baggage handling Processes: Movement of passengers inside the building, role of_x000D_
_x000D_
the passenger, information of the passenger. Baggage handling processes._x000D_
_x000D_
5. Inter-modality: Interface with other modes of transport: train, hub feeder, road, etc…"
1G8,Airport Traffic Management,1G0,"Airport Traffic Management - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to airport ATC, traffic management and ATM-related airport systems and operations._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 708)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Airport Capacity and Runway Utilisation: Airport Capacity, Runway Capacity, Runway Utilisation, Taxiway Capacity, Airport Throughput, Airport Capacity Optimisation, Mixed-mode Operations, Parallel Runway Operations, Runway incursion, Wildlife hazards, Birds, Low Visibility._x000D_
_x000D_
Comments: Airport capacity and runway utilisation related R&D, including capacity studies, airport capacity modelling and measurement, runway incursion monitoring, management of wildlife hazards, airport capacity in low visibility conditions_x000D_
_x000D_
2. Approach Aids and Procedures: ILS, Microwave Landing Systems, MLS, Controlled Flight Into Terrain, CFIT, GPS Approaches, WADGPS, LADGPS, GNSS Approaches, Pseudolite, CAT 1, CAT 2, CAT 3a,b,c,_x000D_
_x000D_
Precision Approach, AWOP, Autoland, Enhanced Vision Systems, SIDs, STARs, low visibility approach and landing._x000D_
_x000D_
Comments: Approach, Landing and Departure aids and procedures : safety and validation of subsystems, monitoring. Includes the application of GNSS and augmentation systems to approach and landing, also approach and landing and departure in low visibility conditions._x000D_
_x000D_
3. Airport ATC and Information Systems: Integrated Airport Information Systems, ATIS, Wireless airport communications system, Airport LAN, Gatelink._x000D_
_x000D_
Comments: Application interface between Airports and Wide Area Networks (WANS) for gate-to-gate ATM. Information services provided by the airport, e.g. ATIS._x000D_
_x000D_
4. Surface Movement Guidance and Control: Taxiing, Manoeuvring Area, Taxiway, Pre-departure Clearance, Push-back, Ground Trajectory, Tower Control, Airport Surveillance, SMGC, A-SMCGS._x000D_
_x000D_
Comments: ground movement surveillance, Airport ATC systems. Covers issues of aircraft identification during taxiing. Low visibility issues for surface movements, separation of aircraft and ground mobiles and obstacles."
1G7,ATM automated support,1G0,"ATM automated support - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to ATC Planning, Controller Tools and Automation. Links with domain 'Decision Support Systems‘._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 707)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. ATC Automation & Controlling Tools : ATC automation, controller tools, simulations with tools, level of automation, MTCD, planning tools, sequencing and metering tools, conflict resolution tools, conflict probe, conformance monitoring tools, SMGC tools, STCA, MSAW._x000D_
_x000D_
Comments: ground based data processing to support automation for the controller, simulations with tools, level of automation. Include STCA, MSAW, MTCD, Planning support tools, Conflict resolution tools, Conformance monitoring tools, sequencing and metering tools._x000D_
_x000D_
2. Controller Work Station and Situation Display: Controller workstation, Display systems, Controller preferences, Electronic Strips._x000D_
_x000D_
Comments: work station architecture (software and hardware), display systems, HMI design._x000D_
_x000D_
3. Flight Data Processing Systems: FDPS, Flight Data Processing, Flight Plans, Flight Progress Monitoring, Aircraft Derived Data._x000D_
_x000D_
Comments: Flight data processing systems: flight data database requirements and design, exploitation of aircraft-derived data._x000D_
_x000D_
4. Traffic Management and Trajectory Planning: Traffic Management, Trajectory Planning, Multi-sector Planning, Planning Horizon, Trajectory Planning Systems, Ground movement planning, Slot swapping / shifting, Airspace Allocation, Conflict Free Trajectory Clearances, Traffic Management - ATFM interworking,_x000D_
_x000D_
Traffic Management-Sector Interworking. Advanced Planning, Extended Planning, Start up and pushback planning, Trajectory Synchronisation, Traffic Sequencing, Traffic Metering, Queues, Holds, Buffers, Choke Points, AMAN (Arrival manager), DMAN (Departure Manager)._x000D_
_x000D_
Comments: Traffic Management and Trajectory Planning processes and systems. Multi-sector planning. Extension of the trajectory planning horizon. 3D and 4D Planning of conflict-free trajectories and clearances/airspace allocations. Traffic sequencing, metering and trajectory synchronisation. Advanced trajectory-based planning systems. Processes that sit between ATFM and Tactical Control. Interfaces and interworking between TMTP processes and systems and those associated with ATFM and CFMU also those associated with tactical sector control. Includes co-ordination between choke points, management of queues and buffers._x000D_
_x000D_
5. Air Ground Integration Studies: Air-ground integration, Air-ground interworking, Pilot-Controller Cooperation, Controller-Pilot Data Link Communications, CPDLC, AOC, AAC, AIS, FIS, ASAS (not procedures)._x000D_
_x000D_
Comments: Air/Ground Integrated studies focusing on the application and use of datalinks. Includes ATS and (where they utilise the same datalink) the impact of AOC applications. The main focus is on air-ground interworking, pilot-controller co-operation, integration of the aircraft into the ATM system._x000D_
_x000D_
6. Monitoring & Support Systems including Reliability & Integrity Studies: ATM system monitoring, system reliability, system resilience, incident monitoring, separation infringement, recording and replay."
1G6,Surveillance Sensor Systems,1G0,"Surveillance Sensor Systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains concerned with surveillance technology and systems. Links with NAV - 'Navigation/Flight Management/Autoland'._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 706)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Surveillance Analysis & Calibration Tools: Radar measurement, Radar calibration, Surveillance accuracy, Data fusion accuracy, Surveillance coverage, Height measurement, HMU, ADS accuracy, Surveillance integrity._x000D_
_x000D_
Comments: development of facilities and methods for the analysis and evaluation of surveillance systems and their processing systems. Include height measurement where it is a surveillance_x000D_
_x000D_
measurement/calibration issue._x000D_
_x000D_
2. Radar Surveillance and other independent sensors: Primary Radar, Secondary Surveillance Radar, Radar Antennas, E-Scan, Millimetre Wave Radar, Tracking Radars, Doppler Radars, Electronically Steered Radars, Wind Shear Detection (by radar), Wake Vortex Detection (by radar), Weather Radar, Mode-S Enhanced Surveillance, Specific sensors for SMGCS : microphones, laser, optical, proximity sensors etc…_x000D_
_x000D_
Comments: studies of radar-based surveillance systems. Primary and secondary ground-based radars, antennas, sensors, technologies. Includes specialised radars for wind-shear and wake vortex detection applications, tracking radars, Mode-S for enhanced surveillance._x000D_
_x000D_
3. ADS & Data Link Surveillance: ADS SARPS, Automatic Dependent Surveillance, ADS, ADS-Broadcast, ADS-B, Aircraft derived data._x000D_
_x000D_
Comments: standards, specifications, validation and safety of subsystems, means to derive position, identity and state vector information. Include ADS-B and ADS applications using any datalink technology._x000D_
_x000D_
4. Surveillance Sensor Data Processing: Sensor Data fusion, ARTAS application._x000D_
_x000D_
Comments: validation methods, prototyping, sources of surveillance data, standards and procedures."
1G5,Navigation Systems,1G0,"Navigation Systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to navigation techniques and systems.._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 705)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Satellite Navigation Systems: GPS, GPS Integrity, Differential GPS, GNSS, GLONASS, GNSS-2, WGS 84, Geodetic References, GNSS Augmentation, GPS Augmentation systems, Pseudolites, EGNOS, GPS Overlay._x000D_
_x000D_
Comments: navigation data base and grid co-ordinate systems, specifications, interfaces, validation and safety of subsystems, augmentation and overlay systems._x000D_
_x000D_
2. Operational Navigation System: RVSM, PRNAV, RHSM, RNP, Navigation System, Altimetry, terrestrial nav-aids, LORAN, DME, beacons, VOR, NDB._x000D_
_x000D_
Comments: all means necessary for aircraft to determine its own position, height and other dynamic characteristics; guidance of the aircraft; validation and safety of subsystems. Includes Reduced Vertical and Horizontal Separation, Precision RNAV, RNP Standards, multi-mode integrated navigation systems. Include_x000D_
_x000D_
altimetry techniques; terrestrial navigation aids."
1G4,Communications and Systems Technology,1G0,"Communications and Systems Technology - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to communications technology and systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 704)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. ATN & Communication Architecture: Aeronautical Communications Network, ATN, Network Architecture, Communications Architecture, ISO OSI Communications, Network Management._x000D_
_x000D_
Comments: overall design, interfaces, system standards, specifications, network management, validation and safety of subsystems._x000D_
_x000D_
2. Satellite Communication Sub-network: Satellite Communications, Satellite Datalink, Satellite sub-network, Satellite Communications Security, Satellite Communications Integrity._x000D_
_x000D_
Comments: overall design, interfaces, system standards, specifications, validation and safety of subsystems._x000D_
_x000D_
3. VHF Data Link and Voice Sub-network: VHF Datalink, VDL, VHF Voice, 8.33 kHz, VHF Digitised Voice Communications, VHF communications integrity, VHF Sub-network, VHF communications security, VHF Frequencies, VDL Mode 1, VDL Mode 2, VDL Mode 3, VDL Mode 4, STDMA._x000D_
_x000D_
Comments: VHF data link and voice sub-networks and technologies for all modes of VHF communications. Includes overall design, interfaces, specifications, validation and safety of subsystems._x000D_
_x000D_
4. Mode-S Datalink Sub-network: Mode-S Datalink, Mode-S Sub-network, Mode-S SARPS, Mode-S Communications Integrity, Air-Air datalink, Broadcast Datalink._x000D_
_x000D_
Comments: overall design, interfaces, system standards, specifications, validation and safety of subsystems. Includes Mode-S technology for air-air (ACAS) datalink and broadcast (ADS-B)._x000D_
_x000D_
5. Ground Network: Ground Networks, Ground Sub-networks, Network Management, Communications Routers, WANs, Gateways, Internet, ARTAS, Voice networks, AHMS._x000D_
_x000D_
Comments: overall design, WAN interfaces, system standards, specifications, validation and safety of subsystems. Includes ground communications networks for: voice, data and radar data distribution, (e.g. ARTAS), and ATN ground sub-networks and ATN internet/backbone."
1G3,Flow and Capacity Management,1G0,"Flow and Capacity Management - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains concerned with ATFM, Demand Management and Capacity Management topics._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 703)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Air Traffic Flow Management: Air Traffic Flow Management, ATFM, CFMU, Initial Flight Plan Processing, IFPS, Demand-Capacity Balancing, DCB, Demand Management, Slot Allocation, Capacity Prediction, Demand Forecasting, Traffic Load Prediction, FMP._x000D_
_x000D_
Comments: Flow Management, Capacity Management and Demand Management concepts, working rules, information requirements, co-ordination requirements, data processing, operational data bases."
1G2,Airspace Management,1G0,"Airspace Management - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to the structure and organisation of the airspace and relevant procedures for flight and traffic control._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 702)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Airspace Organisation and Procedures: Airspace Management, ASM, Airspace Design, Airspace Organisation, Airspace Structure, Routes, Flexible Use of Airspace, FUA, Airspace Regimes, ASM_x000D_
_x000D_
Procedures, ATC Procedures._x000D_
_x000D_
Comments: working rules, methods, routes network; airspace structures; airspace management; civil/military co-operation; ASM procedures, procedures for use of the airspace and for air traffic control._x000D_
_x000D_
2. Separation Minima: Separation Minima, Separation Standards, Procedural Control, Radar Minima, Radar Separations, ADS Separations, HMU, Height Monitoring, Collision Risk._x000D_
_x000D_
Comments: Separation standards and minima for procedural environment and for different surveillance environments (SSR, ADS, multi radar coverage), also free flight, height monitoring."
1G1,Overall ATM,1G0,"Overall ATM - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to system-wide and gate-to-gate issues._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 701)_x000D_
_x000D_
 _x000D_
_x000D_
 _x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Concepts and Scenarios: Operational concept, Operational philosophy, Mission, Objective, Context scenario, Operational objective, User requirement._x000D_
_x000D_
Comments: concept options and evaluations; concept definition; operational concepts (ATFM, ASM, ATC); standard scenarios; institutional issues; ATM Objectives, User requirements; definition of operational contexts._x000D_
_x000D_
2. ATM Architecture and Overall System Engineering: System-wide issues, system engineering, transition strategy, transition planning, implementation planning,  implementation roadmap, functional architecture, logical architecture, physical architecture, infrastructure, operational requirements._x000D_
_x000D_
Comments: Overall ATM system architecture including the ground, airborne and satellite functions and system elements, system standards, system engineering, specifications, operational requirements, configuration management, implementation planning issues, transition design issues, system safety. Addresses system-wide issues, including transition._x000D_
_x000D_
3. Information Management in Operational ATM: Information Requirements, Information Architecture, Communication requirements for controllers and pilots, Data Warehousing, Information Sharing, Information Resource, Information Pool. Acquisition, storage, processing, distribution of information. System-wide information. Information Quality, SWIM, System-Wide Information Management, security-confidentiality ownership of the data, European AIS Database._x000D_
_x000D_
Comments: system-wide studies of information needs and information systems, including information requirements, usage, sharing, acquisition, processing, storage, dissemination, deletion. Includes information sharing, particularly in the CDM context, also encompassing information exchange and sharing with external stakeholders in ATM. Information quality issues are covered. Includes information  requirements for controllers and pilots (e.g. flight plan and surveillance data, air derived data, met data, airspace structure data, ASM data); communications requirements for controllers and pilots. Links with CDM - 'Collaborative Decision Making', IKM 'Information management & Knowledge management'._x000D_
_x000D_
4. Radio Frequency Studies: Frequency Allocation, Frequency Coverage, Interference, Modulation Class, Spectrum Utilisation, Propagation, ITU._x000D_
_x000D_
Comments: studies of the allocation and usage of radio frequencies. Covers the entire useful RF spectrum, allocation to different services, geographical allocation, geographical coverage, changes of use, current and future usage, interference problems etc. ITU issues. Propagation studies, modulation techniques, spectrum utilisation efficiency, path reliability and related studies. RF Licensing and charges issues._x000D_
_x000D_
5. Capacity, Safety and Economic Appraisal Studies: Performance indicators, Cost-benefit analysis, CBA, System capacity, Service capacity, Airspace capacity, Capacity utilisation, Safety, Internal efficiency, System effectiveness, Service Levels, QoS, Delays, TLS, Resilience, Security, Charges, Simulations, Business Case, Basic traffic forecast._x000D_
_x000D_
Comments: identification of capacity, safety and efficiency measures, cost-benefit analyses, performance indicators. Includes studies of capacity and delay, ATM efficiency, safety, resilience, security. Includes application of fast-time and real-time simulations to assess capacity, safety etc., also cost-benefit assessments in the preparation of business cases."
1G0,Air Traffic Management,,"Air Traffic Management - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the air traffic management related technologies including: overall ATM and ATM automated support, airspace management, flow and capacity management, systems (communications, navigation, surveillance sensor, etc…), airport traffic and operations, meteorological and ATM R&D management._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 7 and PAE own definition)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-G-1. Overall ATM _x000D_
_x000D_
1-G-2. Airspace Management _x000D_
_x000D_
1-G-3. Flow and Capacity Management _x000D_
_x000D_
1-G-4. Communications and Systems Technology _x000D_
_x000D_
1-G-5. Navigation Systems _x000D_
_x000D_
1-G-6. Surveillance Sensor Systems _x000D_
_x000D_
1-G-7. ATM Automated Support _x000D_
_x000D_
1-G-8. Airport Traffic Management _x000D_
_x000D_
1-G-9. Airport Operations _x000D_
_x000D_
1-G-10. Airline Operations _x000D_
_x000D_
1-G-11. Meteorological _x000D_
_x000D_
1-G-12. R&D Management and Co-ordination"
1H0,Airports,,"Airports - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the airport related technologies including: security equipment, crisis management, airport external safety and airport security._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 8 and PAE own definition)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-H-1. Security Equipment _x000D_
_x000D_
1-H-2. Crisis Management _x000D_
_x000D_
1-H-3. Airport External Safety _x000D_
_x000D_
1-H-4. Airport Security _x000D_
_x000D_
 "
1H4,Airport Security,1H0,"Airport Security - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Airport security measures are the physical protection measures required in order to protect aircraft, airport staff, passengers and crew when on the ground. This includes blocking terrorist access to the aircraft when on the ground. Specific technologies are addressed in the Security Equipment area. Links also with SSS – ‘Surveillance Sensor Systems’. Cybersecurity issues affecting airport systems and subsystems are also included here._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 804 and PAE insertion about Cybersecurity)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Surveillance systems - sensors (e.g. CCTV, radar/RF, IR, visual)_x000D_
_x000D_
2. Surveillance systems - processing (e.g. image motion stabilisation, automatic recognition of faces/number plates, video tracking)_x000D_
_x000D_
3. Passenger profiling, co-ordinated with law enforcement and intelligence databases, to detect possible terrorists and other security risks. Passengers flagged as high-risk should be diverted to a screening process with more intensive human interaction and sophisticated detection equipment. Possible establishment of pool_x000D_
_x000D_
of pre-screened passengers who can be processed through airport security more quickly._x000D_
_x000D_
4. Passenger identification and verification (e.g. biometrics - voice recognition, face recognition, hand geometry, fingerprints, iris recognition)_x000D_
_x000D_
5. Development of systems for strict accountability for luggage loaded on aircraft (e.g. Positive Passenger Bag Matching - PPBM)_x000D_
_x000D_
6. Tracking of cargo and baggage within the airport (e.g. RFID tags)_x000D_
_x000D_
7. Physical protection measures to prevent unauthorised entry into secure areas._x000D_
_x000D_
8. Cybersecurity affecting airport systems and subsystems."
1H3,Airport External Safety,1H0,"Airport External Safety - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Quantitative probabilistic assessment of risk to the population in the vicinity of an airport. The risk is composed of the following three submodels: accident probability per movement, the accident location and the resulting lethality. The risk can be expressed in terms of individual risk and / or societal risk, meaning risk imposed to a group of a certain size._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 803)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Development of methods, (sub)models and software tools to assess risk to the population in the vicinity of airports_x000D_
_x000D_
2. Risk assessments using these tools_x000D_
_x000D_
3. Support to development of appropriate risk tolerability criteria_x000D_
_x000D_
4. Validation and evaluation of risk models and data_x000D_
_x000D_
5. Collection of input data: population, aircraft movements, aircraft routes, historical accident data, terrain data"
1H2,Crisis management,1H0,"Crisis management - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It is necessary for the aviation security system to be able to respond appropriately to a wide range of different incidents. The effective management of such crises will require the integration of the efforts of all security systems and personnel involved._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 802)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Operational planning tools (including decision-support systems)_x000D_
_x000D_
2. Interactive computer-based systems to model the effects of major incidents, to allow staff the opportunity to practise and develop their responsibilities, to stress networks, and to establish weak points in the chain of aviation security in a safe environment"
1H1,Security Equipment,1H0,"Security Equipment - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Systems for the detection and neutralisation of threats posed by weapons and explosives. Includes the use of advanced technology to eliminate the ability of terrorists to conceal improvised explosive devices, weapons, and flammable gas or liquid explosives on aircraft. Achieved by processing passengers, crew, baggage and cargo through weapons and explosives detection machines: portals for people to walk through, portable machines for screeners to use, and bulk screening for cargo and baggage._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 801)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Secure communications links between key parts in the aviation security system_x000D_
_x000D_
2. Containerised/Palletised Inspection Systems_x000D_
_x000D_
3. Trace and Bulk Explosive Detection (e.g. thermal neutron analysis (TNA), CTX machines, canine searches)_x000D_
_x000D_
4. Weapon Detection (e.g. metal detectors, passive millimetre wave imaging, invasive ionising radiation (X-rays) )"
1I2,Human Information Processing,1I0,"Human Information Processing - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research into the ways in which humans gather and process information, converting data into knowledge, studies of human sensory, perceptual and cognitive processes._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 902)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Knowledge engineering_x000D_
_x000D_
2. Information gathering_x000D_
_x000D_
3. Information processing (aircrew, ATM, ground staff)_x000D_
_x000D_
4. Cognitive aspects of operator performance_x000D_
_x000D_
5. Human error and reliability studies"
1I0,Human Factors,,"Human Factors - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the human factors influencing the diverse aviation related tasks, including: man-machine interface, human information processing and performance modelling & enhancement. Also includes human health related aspects (survivability, stress and protection) and humans and security. Selection and training are also in this area._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 9 and PAE own definition)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-I-1. Human Factors Integration, Man-machine Interface _x000D_
_x000D_
1-I-2. Human Information Processing _x000D_
_x000D_
1-I-3. Human Performance Modelling & Enhancement _x000D_
_x000D_
1-I-4. Selection & Training _x000D_
_x000D_
1-I-5. Human Survivability, Protection and Stress Effects _x000D_
_x000D_
1-I-6. Human Element in Security _x000D_
_x000D_
 "
1I3,Human Performance specific_arealing & Enhancement,1I0,"Human Performance specific_arealing & Enhancement - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Measuring and modelling the effectiveness of people in the aviation system, both on the ground and in the air. Includes the ATM and aircrew (pilot, navigator, flight engineer) requirements for the role of the human in the systems (i.e. display, ergonomics) including airborne, cockpit and ground control systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 903)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Crew workload optimisation, error-tolerant systems_x000D_
_x000D_
2. Measurement and modelling of controller and pilot performance in the ATM system_x000D_
_x000D_
3. Measurement and modelling of aircrew performance_x000D_
_x000D_
4. Evaluation of human factors procedures_x000D_
_x000D_
5. Team working_x000D_
_x000D_
6. Self separation_x000D_
_x000D_
7. The human as a supervisor (both the pilot and/or the controller)_x000D_
_x000D_
8. Tasks sharing, task delegation_x000D_
_x000D_
9. Pilot less a/c_x000D_
_x000D_
10. Research and techniques to sense and monitor human performance, including physiological sensing and monitoring_x000D_
_x000D_
11. Studies of interventions (excluding training) that enhance individual physical and mental performance"
1I4,Selection & Training,1I0,"Selection & Training - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Covers the requirements for recruitment, selection, training, licensing, working practices and staff management of all personnel in the aviation system, both in the air and on the ground. Addresses aptitude, personal qualities, physical characteristics, manpower modelling and system complementing._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 904)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Recruitment and selection of aircrew (methods, facilities, evaluation)_x000D_
_x000D_
2. Recruitment and selection of ATM personnel (methods, facilities, evaluation)_x000D_
_x000D_
3. Recruitment and selection of ground crew (methods, facilities, evaluation)_x000D_
_x000D_
4. Training of aircrew (methods, facilities, evaluation)_x000D_
_x000D_
5. Training of ATM personnel (methods, facilities, evaluation)_x000D_
_x000D_
6. Training of ground crew (methods, facilities, evaluation)_x000D_
_x000D_
7. Staff management and working practices (shift work, roistering etc)_x000D_
_x000D_
8. Certification and licensing aspects_x000D_
_x000D_
9. Training needs analysis_x000D_
_x000D_
10. Management of skill acquisition and skill fade"
1I1,"Human Factors Integration, Man-machine Interface",1I0,"Human Factors Integration, Man-machine Interface - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The integration of separate strands of human factors (HF), and the interfaces between humans and technologies, to provide a holistic picture of the role, effectiveness and improvement of human personnel in the aviation systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 901)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Human-machine/computer interface (HMI, HCI, MMI) - design and evaluation_x000D_
_x000D_
2. Displays - Colour, 3D display, Virtual reality, Information presentation_x000D_
_x000D_
3. HF integration_x000D_
_x000D_
4. Development of methods, tools and processes to support the integration of people with complex systems_x000D_
_x000D_
5. Vision modelling and auditory communication studies_x000D_
_x000D_
6. Anthropometric studies"
1I6,Human Element in Security,1I0,"Human Element in Security - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Optimisation of human performance and contributions through better operator selection, training, and performance monitoring . Relates especially to the various detection technologies, but all personnel in them aviation transport system should be addressed._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 906)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Pilot training for response to hijack incidents (computer- and simulator-based)_x000D_
_x000D_
2. Baggage and cargo screener selection_x000D_
_x000D_
3. Baggage and cargo screener training (e.g. Threat Image Projection, performance management)_x000D_
_x000D_
4. Baggage and cargo screener management (shift and duty time rosters, team leadership)_x000D_
_x000D_
5. Background security checks for personnel having access to secure areas"
1I5,"Human Survivability, Protection and Stress Effects",1I0,"Human Survivability, Protection and Stress Effects - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Studies relating to the impact of stressors on human performance, behaviours and well-being. Includes impact of irregular duty cycles, sleep loss, physical and mental strain, prevention of musculo-skeletal injuries._x000D_
_x000D_
Research to understand issues covering the physical and mental health (including stress) aspects of personnel, both in the air and on the ground._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 905)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Health and safety/occupational health aspects for aircrew (methods, facilities, evaluation)_x000D_
_x000D_
2. Health and safety/occupational health aspects for ATM personnel (methods, facilities, evaluation)_x000D_
_x000D_
3. Health and safety/occupational health aspects for ground crew (methods, facilities, evaluation)_x000D_
_x000D_
4. Health and safety/occupational health aspects for passengers (methods, facilities, evaluation)_x000D_
_x000D_
5. Personnel response to blast and fire (injuries sustained, casualty rates etc)_x000D_
_x000D_
6. Personnel protective systems - aircrew_x000D_
_x000D_
7. Personnel protective systems - passengers_x000D_
_x000D_
8. Personnel protective systems - ground crew"
1J4,Hybrid & Electric Power and Propulsion,1J0,"Hybrid & Electric Power and Propulsion - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It includes all the concepts of turboelectric, hybrid and pure electric power plants._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own elaboration)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Turbo-electric power plants_x000D_
 Hybrid power plants_x000D_
_x000D_
_x000D_
Electric power plants"
